"r","x"
-0.00347633232032996,-8.38574579531106
0.00137156492542658,-7.87955872153522
0.033811398781498,-7.85281652883341
-0.0265291943377147,-7.72926001415331
-0.00831753399385839,-7.96238986830604
0.00805363529953562,-7.59892634224359
0.00257865142016601,-7.51880227284102
0.0373901653989634,-7.73367438598314
-0.0437544912359151,-7.61095180391605
-0.0114607638911649,-7.43944985305534
-0.00437739586420122,-7.81585197954586
-0.0124346938567719,-8.14206811608345
-0.0263861361915575,-8.31537308482988
0.00276384769095425,-8.03249966299854
0.0190792380463642,-8.37069077780227
-0.00487624972491141,-8.205682433579
0.0167686382676398,-7.91657649190759
0.0148128751916511,-7.67844451822559
-0.00142403866076352,-7.54442477034175
-0.00817045350040877,-7.68177109242955
-0.00395957723344733,-7.92200607686275
0.0340315835534071,-8.30942437464696
-0.0214518088720053,-7.91609333769076
-0.00835546868772573,-8.04534945451141
-0.00168180033594344,-7.80682497355937
-0.000592425483936312,-7.75014692200501
0.02786993708066,-7.7879933669919
0.0295380209754287,-7.87692532599049
0.00897122340065487,-8.35385863466051
0.00343614295044042,-8.28131649804108
-0.00858140574136389,-8.139293003409
-0.0166681095780282,-8.22532591816893
0.00427725149505726,-8.52433069429471
0.000820086312076089,-8.33743469127641
0.037044907409109,-8.02701098178485
-0.0388160308667371,-8.17161923342332
-0.0139819997904071,-7.85273575274232
0.0181029116307191,-8.07386476240829
-0.020722895655602,-8.15191018828277
-0.00244129344582132,-8.08232812552975
0.00680588960163463,-8.0723660572068
0.0108061944229503,-8.17632746102385
0.00543064372283372,-8.22484068346709
0.00849188251361302,-7.87330491117558
0.0212127598868117,-7.98375389571739
0.0117439208084329,-7.68732734935701
-0.0137206644152421,-7.64697509388788
-0.0158049199677882,-7.27408184994009
0.0540273807200237,-6.69047376704111
-0.0327127505438695,-6.89213649806714
0.00696293499574942,-7.21604481737022
-0.0087291089416312,-7.36844789917191
-0.000950025993865868,-7.71708867943422
-0.030843320020029,-7.98085115232792
0.016036468918157,-8.09683399318146
0.00977901593039916,-8.25975468264583
-0.000710296266258455,-8.719144026868
0.00431421727743605,-8.49140746299816
-0.00955714246544887,-8.41056385845366
-0.0137273223863232,-8.62441877641837
-0.0133358871633654,-8.52668291964649
-0.00343819483033656,-8.62118186079204
-0.0119056750870894,-8.00590507314318
0.00147529426994264,-7.9346985941434
-0.00116429629789643,-8.2297857249681
0.00926147573197143,-7.77344189494429
-0.00862200826502889,-7.78372782885198
0.0167850898021184,-8.42132921242893
0.00900594663352462,-8.81738831246349
-0.0243769770476744,-8.16291841045189
-0.00495824754994522,-7.93609126879429
-0.0225534631038604,-8.41412538965851
-0.00634710696643214,-8.85317370276504
0.00689279289056665,-9.2063830079873
-0.0187695687474036,-8.45571202503087
0.0129130226981045,-8.17381916828523
-0.017952129792519,-8.05677647777167
-0.00491717025043544,-8.0869346119837
-0.00713777045046954,-7.90934429081919
-0.00827425399366904,-7.62531784573158
-0.0266363019913944,-7.34697262148463
0.0659230767479903,-7.7903219327636
0.00563886845619262,-7.93634701593537
-0.0100318080028233,-7.75174141213168
0.0081657304118178,-7.62150865762443
0.00137286441962588,-7.72397194415449
0.0439148584260636,-7.76179492586058
-0.0199935741708274,-8.00801626215637
0.00569838523604598,-7.99587811618941
-0.00898000020705093,-7.86533326089741
0.0209574216743935,-8.19779777499903
-0.0137613739576294,-8.28291311388519
-0.00306897416789918,-8.325505673179
0.00158338709092999,-7.95997901894701
-0.0104260620582976,-7.73776498149695
-0.00691042294530349,-7.69965489047278
-0.0190405792361081,-7.70131434297343
0.0343738635825386,-8.12442336867448
-0.0237131847106384,-7.9317683847053
-0.0204285298438372,-8.1219413212389
0.0316446989988013,-7.45010408444989
0.0122453716739763,-7.58463719301381
-0.0098818394826397,-7.75047545808809
-0.0108255985838412,-8.01200876363435
-0.00126078800006023,-7.51553564706991
0.00565071520513695,-7.52820851143464
-0.0140610422566141,-7.20564489674558
0.037809793662765,-7.58283255218863
-0.0149550843408109,-7.75689826204135
-0.0218073606943586,-8.15209037150221
0.00969808863888149,-8.30907337814138
0.0133198673205447,-7.94521159864833
0.00106212787895425,-8.05978762791207
-0.0115050510673203,-8.26518780422488
-0.018851464540801,-7.97327387410932
-0.00224493210011561,-7.38935829705065
-0.0183867115708835,-7.38606081935682
-0.0291728440647612,-7.61977134435012
0.00885952377175887,-7.71267182642692
-0.0171021667668573,-7.64411334053582
-0.00959125356081138,-7.91628859773844
-0.027071857677964,-7.47584153701069
0.0429426294671413,-7.58197286162368
-0.0296093094934748,-7.65406804105995
0.00940320715536384,-7.88809206753618
-0.0102297482520312,-8.01196372228349
0.00156571336072623,-8.11394252029368
-0.00195862009752294,-7.62299563692056
0.0160978866648063,-7.33645622438305
-0.0372058745370915,-7.43690257059659
-0.0106906253337029,-7.64954750880269
0.0280797632175877,-7.67044642809396
0.0463726264164312,-7.01547809313524
-0.0491145969920123,-7.1538755731204
0.00225556619331999,-7.35512197502988
0.0267493503148542,-7.16610587630666
-0.0412126443725315,-7.04420245985105
-0.0142837551254948,-6.88488930017594
0.00231522309314277,-6.94395956010997
0.00077509715361141,-6.92111357460782
0.0170692975318444,-7.52924474642274
-0.00637210340763876,-7.46051230127556
0.00318553196713974,-7.479017717834
0.0392739830161364,-7.4648101054823
0.00378986723891637,-7.58404420861411
0.0277422674350435,-7.27512462583197
-0.0174028922970078,-7.00403323013467
0.00258254530837667,-6.50288508803335
-0.0642163461612772,-6.09254102581796
0.0541812312227572,-6.27699184732989
-0.0268890576830835,-6.66386531876374
-0.0305515671887055,-7.07904039796944
0.0085978951894583,-7.30228421812661
0.00392880183243529,-7.97631894569017
0.0454073008516051,-7.60768453719618
0.0201012907282256,-7.25656328581639
-0.0118814059037485,-7.84892607696905
0.0130825351985209,-7.96964740624693
-0.0230024762703694,-8.00438406582337
0.0214487174409226,-7.4986149468128
0.028970915998377,-7.47752437038421
0.0125256661222651,-7.93140421951628
0.0119414680072732,-8.09513751045868
0.0110063588449659,-8.10387034581083
0.000155688497601515,-7.69282802671193
-0.0291149843036201,-7.41827763295511
0.032443016659709,-7.69293120179041
-0.0456712018356798,-7.61042168970419
-0.0035712635233746,-8.05859075635848
-0.00206954479285717,-7.79299785942229
0.0211719198141388,-7.62644183187386
0.00155956955135641,-7.16248120002759
-0.0464467015277019,-7.2618276518791
-0.0148196427885,-7.30584660846485
-0.00389114463620693,-7.66746482245959
-0.0493605943527886,-7.39623538839053
0.00262917776711959,-7.58479563571311
0.00644762075683978,-7.89427834315828
-0.000674955801774253,-7.78142153265773
0.0358988036406951,-8.54304883751997
0.00905792107821284,-8.55033373100843
0.015264713233826,-8.41317041059663
-0.00360688449395138,-8.12655553562474
-0.0173118741699564,-8.00044965039971
-0.00960052047453776,-7.74332778208995
-0.0487733745466365,-7.04396299774449
0.0216815633593581,-7.27876287085984
-0.0161241660616264,-7.19784681971026
0.0032692584311492,-7.57709636040149
-0.0395785984160066,-7.62367894831142
0.00414856569665054,-7.65094573334012
-0.0232102868579536,-7.63343324091155
0.031982124639037,-7.52724993332961
-0.0275521138970977,-7.4376540190427
0.00764802220928525,-7.62458225804601
-0.0424639035169779,-7.85623772163689
-0.0185065878246949,-7.60533870346474
0.0301860821053081,-7.81687291434875
0.0149765767403469,-8.06742910179549
-0.00521418306375978,-8.43889105526158
-0.0173756770321205,-8.41706875547636
-0.000398090456294982,-8.5657863594014
-0.0259160452358601,-8.30799893284108
0.0114445792869482,-8.38212531132036
0.00323315171861101,-8.5055555281816
0.0042068135066795,-8.30733140434411
-0.0021586919419023,-8.08062096006828
-0.0438772236124558,-8.19666181813909
0.0071135975702947,-8.20487794186902
-0.0100501169796876,-8.02377049542168
0.00677814461600522,-7.48754257294696
0.0299074817586938,-7.5008935581146
-0.00927041144383483,-7.76634406869892
0.000324436378464535,-7.0704739178141
-0.0511459240247394,-6.6733559996102
0.0122365489076535,-6.86317544026205
-0.0321352175242871,-6.8868463326741
-0.0326594164824237,-6.99238391701908
0.0347945473849613,-6.87933452774389
0.0268412238070798,-7.65889738391572
0.00806174223953842,-8.0653209945667
-0.00392496448757852,-7.86081810366725
0.00292634418868843,-8.06827048035846
0.0167562140110479,-7.92979782210828
-0.0227367316073291,-8.55251913506804
0.0185275052210999,-8.06814651920478
0.0135604767533798,-7.930745182612
-0.057694922063027,-7.6625181890585
-0.0122133754058212,-7.363183241161
-0.00745339920637007,-7.35767986785554
-0.00971234710583451,-7.16032239484637
-0.0112856503840394,-7.08873902559525
0.0283473537023425,-7.50770128576618
0.0440455344924085,-7.33466115380728
0.0280704192474306,-7.38164885865276
-0.00915810960852788,-6.85085825658176
-0.00602914120933234,-7.36265776475015
0.00358398096684504,-7.49060436027075
-0.00971248777021379,-7.02785243104789
-0.00683035119769431,-7.01316579120163
0.00899545645047326,-7.10571399952395
0.0040555212063625,-6.79667819076046
0.0272826921112245,-6.70315767567508
-0.0216306560465503,-6.55840992685088
-0.0170377852364358,-6.21450456990739
0.0565271868470345,-6.42478936321158
-0.0492486960521225,-6.19408525504675
-0.0491819904683128,-6.63659802966731
0.00573041834246051,-6.71838406891463
0.0190140483296083,-6.73731125581665
-0.029351978083881,-7.04414798403049
0.0246712461491938,-6.83169766880497
